,gene_ids,feature_types,genome,mt,chromosome,start,end,cnv_called,highly_variable,means,dispersions,dispersions_norm
RBM14,ENSG00000239306.4_3,Gene Expression,GRCh37_liftover_v28,False,chr11,66616626.0,66629934.0,True,False,0.23548889457616634,1.072128455612857,0.22440094
GMPR2,ENSG00000100938.17_2,Gene Expression,GRCh37_liftover_v28,False,chr14,24232422.0,24239242.0,True,False,0.2354741716186252,0.9530062440345757,-0.08410879
PPP6R2,ENSG00000100239.15_3,Gene Expression,GRCh37_liftover_v28,False,chr22,50343304.0,50445090.0,True,False,0.23546754918739365,1.0682551624378775,0.21436965
IFIT3,ENSG00000119917.13_2,Gene Expression,GRCh37_liftover_v28,False,chr10,89327307.0,89377473.0,True,True,0.2354623982531884,1.9690814285640963,2.5473826
FXYD3,ENSG00000089356.18_4,Gene Expression,GRCh37_liftover_v28,False,chr19,35115823.0,35124324.0,True,True,0.23541760015952362,1.291889618746765,0.7935513
ZBTB25,ENSG00000089775.11_2,Gene Expression,GRCh37_liftover_v28,False,chr14,64449106.0,64505213.0,True,True,0.23537564472271671,1.1829982633446654,0.5115381
WIPF2,ENSG00000171475.13_3,Gene Expression,GRCh37_liftover_v28,False,chr17,40219304.0,40284136.0,True,False,0.23531224357713731,1.0786091041402215,0.2411849
SNRNP35,ENSG00000184209.14_3,Gene Expression,GRCh37_liftover_v28,False,chr12,123458088.0,123473154.0,True,False,0.23513363272515336,1.0592712122767003,0.19110249
TMUB2,ENSG00000168591.15_4,Gene Expression,GRCh37_liftover_v28,False,chr17,44186970.0,44191929.0,True,False,0.23512791127676125,1.0616584342977475,0.19728506
GMPPA,ENSG00000144591.18_2,Gene Expression,GRCh37_liftover_v28,False,chr2,219498865.0,219513898.0,True,False,0.2351092894799511,0.9528692356165248,-0.084463626
ZDHHC20,ENSG00000180776.15_5,Gene Expression,GRCh37_liftover_v28,False,chr13,21372571.0,21459370.0,True,False,0.2350374524817393,1.0338627651670493,0.12529819
DTD1,ENSG00000125821.12_4,Gene Expression,GRCh37_liftover_v28,False,chr20,18587942.0,18766644.0,True,False,0.23494568120927614,1.0251011297272334,0.10260679
PRKX,ENSG00000183943.5_2,Gene Expression,GRCh37_liftover_v28,False,chrX,3604340.0,3713649.0,False,False,0.23487605617536778,1.162046111749202,0.45727497
KRIT1,ENSG00000001631.15_4,Gene Expression,GRCh37_liftover_v28,False,chr7,92197498.0,92246166.0,True,False,0.2347565318664379,1.0787516664538332,0.24155411
CHMP7,ENSG00000147457.13_3,Gene Expression,GRCh37_liftover_v28,False,chr8,23243637.0,23262000.0,True,False,0.23470689621997837,1.1413408595694086,0.4036513
CRYZL1,ENSG00000205758.11_3,Gene Expression,GRCh37_liftover_v28,False,chr21,33589341.0,33643926.0,True,False,0.23462651710711493,1.0951450280502948,0.28401062
CTNNBIP1,ENSG00000178585.14_2,Gene Expression,GRCh37_liftover_v28,False,chr1,9848276.0,9910336.0,True,False,0.23460894544081773,0.979780111028335,-0.014768256
UBASH3B,ENSG00000154127.9_2,Gene Expression,GRCh37_liftover_v28,False,chr11,122655722.0,122814473.0,False,False,0.23453096214054123,1.1446811568918205,0.4123022
ARMC8,ENSG00000114098.17_2,Gene Expression,GRCh37_liftover_v28,False,chr3,138187248.0,138298384.0,True,False,0.2345168519064884,1.042009852130418,0.146398
CHD3,ENSG00000170004.16_4,Gene Expression,GRCh37_liftover_v28,False,chr17,7884796.0,7912760.0,True,True,0.23445191479008876,1.1964260726549099,0.54631424
ETV6,ENSG00000139083.10_2,Gene Expression,GRCh37_liftover_v28,False,chr12,11649674.0,11895377.0,True,False,0.23444819034084957,0.9203936912698092,-0.16857071
ZMIZ1,ENSG00000108175.16_2,Gene Expression,GRCh37_liftover_v28,False,chr10,79068966.0,79316519.0,True,False,0.23443799520259814,0.9485234383228165,-0.09571863
ACYP1,ENSG00000119640.8_2,Gene Expression,GRCh37_liftover_v28,False,chr14,75053237.0,75069483.0,True,True,0.23435354753091722,1.1901028724896558,0.52993804
SLC35E1,ENSG00000127526.14_2,Gene Expression,GRCh37_liftover_v28,False,chr19,16549831.0,16572415.0,True,False,0.23434116474011796,1.0401084134313143,0.14147355
GOLGA2,ENSG00000167110.17_4,Gene Expression,GRCh37_liftover_v28,False,chr9,128255829.0,128276026.0,True,False,0.23420894698692926,1.0440636205354217,0.15171696
ATP6V0A1,ENSG00000033627.16_4,Gene Expression,GRCh37_liftover_v28,False,chr17,42458844.0,42522582.0,True,False,0.23420830795876646,0.8771945872070588,-0.28045028
RHNO1,ENSG00000171792.10_3,Gene Expression,GRCh37_liftover_v28,False,chr12,2876258.0,2889524.0,True,False,0.2341749212510682,1.1035994142207215,0.30590627
CTR9,ENSG00000198730.8_4,Gene Expression,GRCh37_liftover_v28,False,chr11,10751246.0,10801625.0,True,False,0.2340270979322209,0.992548378202117,0.018299757
TRAPPC2B,ENSG00000256060.2_5,Gene Expression,GRCh37_liftover_v28,False,chr19,57363551.0,57365405.0,True,False,0.23397772485459614,1.0873791354542481,0.26389804
DNAJB4,ENSG00000162616.8_3,Gene Expression,GRCh37_liftover_v28,False,chr1,77979175.0,78017964.0,True,True,0.23390430898215359,1.430334703595012,1.1521046
TMEM223,ENSG00000168569.7_3,Gene Expression,GRCh37_liftover_v28,False,chr11,62771629.0,62792006.0,True,False,0.2338804270717947,1.0550959996256062,0.18028927
ZCCHC7,ENSG00000147905.17_2,Gene Expression,GRCh37_liftover_v28,False,chr9,37120574.0,37358149.0,True,False,0.23387812126331456,1.0860763946390217,0.26052412
PIGBOS1,ENSG00000225973.3_5,Gene Expression,GRCh37_liftover_v28,False,chr15,55317184.0,55319161.0,True,False,0.23381573619887241,1.0290795588991741,0.11291036
UBXN6,ENSG00000167671.11_3,Gene Expression,GRCh37_liftover_v28,False,chr19,4444999.0,4457794.0,True,False,0.2338098319584026,0.9464456413889349,-0.101099834
FAM91A1,ENSG00000176853.15_3,Gene Expression,GRCh37_liftover_v28,False,chr8,123768439.0,123815452.0,True,False,0.2337854824790279,0.93564633853353,-0.12906851
RASGRP3,ENSG00000152689.17_3,Gene Expression,GRCh37_liftover_v28,False,chr2,33436324.0,33564750.0,True,False,0.2337659269090577,1.074875474782177,0.23151532
PSPC1,ENSG00000121390.18_2,Gene Expression,GRCh37_liftover_v28,False,chr13,19674752.0,19783019.0,True,False,0.23376202827837503,1.0688549124836055,0.21592292
KRT86,ENSG00000170442.11_3,Gene Expression,GRCh37_liftover_v28,False,chr12,52249300.0,52309163.0,False,True,0.23368126395798156,2.2294297239056773,3.221648
CHRAC1,ENSG00000104472.9_3,Gene Expression,GRCh37_liftover_v28,False,chr8,140511311.0,140517154.0,True,False,0.23354024728605322,1.08832062845618,0.26633638
AP5M1,ENSG00000053770.11_3,Gene Expression,GRCh37_liftover_v28,False,chr14,57268924.0,57298742.0,True,False,0.23348253475886258,1.0580803023499303,0.1880182
G6PD,ENSG00000160211.16_3,Gene Expression,GRCh37_liftover_v28,False,chrX,154517825.0,154547572.0,False,False,0.23343060210729505,1.0786543684603471,0.24130213
CHD6,ENSG00000124177.14_3,Gene Expression,GRCh37_liftover_v28,False,chr20,41402083.0,41618384.0,True,False,0.23341962653751433,1.0884615321443005,0.2667013
STXBP3,ENSG00000116266.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,108746674.0,108809523.0,True,False,0.23338870183188548,1.025149571627962,0.10273225
RAP2C,ENSG00000123728.9_2,Gene Expression,GRCh37_liftover_v28,False,chrX,132203024.0,132219480.0,False,False,0.23337467838489953,1.0410720349939795,0.14396918
ACSL3,ENSG00000123983.13_2,Gene Expression,GRCh37_liftover_v28,False,chr2,222860942.0,222944639.0,True,False,0.2333730494690287,0.9071904793452219,-0.20276517
SPON2,ENSG00000159674.11_3,Gene Expression,GRCh37_liftover_v28,False,chr4,1166932.0,1208962.0,True,True,0.23336523127254608,1.3980906981657648,1.0685972
UFSP2,ENSG00000109775.10_3,Gene Expression,GRCh37_liftover_v28,False,chr4,185399537.0,185425979.0,True,False,0.23333087799896524,1.0135269673859715,0.072631344
IKBKB,ENSG00000104365.13_2,Gene Expression,GRCh37_liftover_v28,False,chr8,42271302.0,42332460.0,True,False,0.23330678862749377,1.1189275324822854,0.34560394
TNF,ENSG00000232810.3_2,Gene Expression,GRCh37_liftover_v28,False,chr6,31575565.0,31578336.0,False,True,0.2332478853726895,2.1163952214257837,2.9289045
PIGC,ENSG00000135845.9_2,Gene Expression,GRCh37_liftover_v28,False,chr1,172370189.0,172444086.0,True,False,0.2332074207613872,1.0433437153369247,0.14985251
GNL1,ENSG00000204590.12_2,Gene Expression,GRCh37_liftover_v28,False,chr6,30541381.0,30556489.0,True,False,0.2331454860548984,1.042485455470808,0.14762974
MAD1L1,ENSG00000002822.15_3,Gene Expression,GRCh37_liftover_v28,False,chr7,1815793.0,2233243.0,True,False,0.23312516015941723,1.115408294084436,0.33648962
MX2,ENSG00000183486.12_3,Gene Expression,GRCh37_liftover_v28,False,chr21,41361999.0,41409393.0,True,True,0.23305144771170802,1.3172244173672443,0.8591649
MBD5,ENSG00000204406.13_4,Gene Expression,GRCh37_liftover_v28,False,chr2,148021011.0,148516971.0,True,False,0.23291733105432247,1.1638224588115607,0.46187547
NCBP3,ENSG00000074356.16_2,Gene Expression,GRCh37_liftover_v28,False,chr17,3802158.0,3846246.0,True,False,0.2329141167332907,1.094970168085399,0.28355774
RNF168,ENSG00000163961.4_2,Gene Expression,GRCh37_liftover_v28,False,chr3,196468783.0,196503768.0,True,False,0.23279537303076347,1.0631636665988036,0.2011834
SLC25A46,ENSG00000164209.16_3,Gene Expression,GRCh37_liftover_v28,False,chr5,110738136.0,110765161.0,True,False,0.232786020921601,1.004887889267574,0.050257348
NFKBID,ENSG00000167604.14_4,Gene Expression,GRCh37_liftover_v28,False,chr19,35887653.0,35902303.0,True,True,0.23274577311751984,1.426889015745138,1.1431807
EIF4G3,ENSG00000075151.20_3,Gene Expression,GRCh37_liftover_v28,False,chr1,20806292.0,21177285.0,True,False,0.23269789236093522,1.0237048811216272,0.0989907
PRKAA1,ENSG00000132356.11_2,Gene Expression,GRCh37_liftover_v28,False,chr5,40759389.0,40798374.0,True,False,0.2326889506068319,1.0626226856618335,0.19978233
RAP1GDS1,ENSG00000138698.14_4,Gene Expression,GRCh37_liftover_v28,False,chr4,98261384.0,98443858.0,True,False,0.23263566537170882,1.0459474315812354,0.15659577
HOXB2,ENSG00000173917.10_2,Gene Expression,GRCh37_liftover_v28,False,chr17,48540894.0,48545109.0,True,True,0.23241265198022634,1.3632874028966204,0.97846156
GNPAT,ENSG00000116906.12_4,Gene Expression,GRCh37_liftover_v28,False,chr1,231241207.0,231277973.0,True,False,0.23224236509041893,0.9950280389766254,0.024721727
SMIM14,ENSG00000163683.11_5,Gene Expression,GRCh37_liftover_v28,False,chr4,39546336.0,39638902.0,True,False,0.23221383047118496,1.0777582161148418,0.23898122
TSEN34,ENSG00000170892.10_3,Gene Expression,GRCh37_liftover_v28,False,chr19,54189938.0,54194536.0,True,False,0.2321161149142869,0.9277270229474468,-0.1495784
PTCD3,ENSG00000132300.18_2,Gene Expression,GRCh37_liftover_v28,False,chr2,86106223.0,86142157.0,True,False,0.23200474804940813,1.0532774172279527,0.1755794
KIAA1109,ENSG00000138688.15_3,Gene Expression,GRCh37_liftover_v28,False,chr4,122152331.0,122364167.0,True,False,0.23195256533080982,1.1132851046426877,0.33099085
DMTF1,ENSG00000135164.18_3,Gene Expression,GRCh37_liftover_v28,False,chr7,87152409.0,87196337.0,True,False,0.2319238649456394,1.1189502893546956,0.3456629
TYW3,ENSG00000162623.15_2,Gene Expression,GRCh37_liftover_v28,False,chr1,74733152.0,74766678.0,True,False,0.23184047846787834,1.0399102288396336,0.14096028
CYP20A1,ENSG00000119004.15_3,Gene Expression,GRCh37_liftover_v28,False,chr2,203238977.0,203306026.0,True,False,0.23179633762934035,1.0457491642102341,0.15608229
CLEC4A,ENSG00000111729.14_5,Gene Expression,GRCh37_liftover_v28,False,chr12,8123617.0,8138607.0,True,True,0.2317912060466975,1.182981520024833,0.51149476
PTPN11,ENSG00000179295.17_3,Gene Expression,GRCh37_liftover_v28,False,chr12,112418351.0,112509918.0,True,False,0.2317848789929498,1.0513152653622713,0.1704977
GCSH,ENSG00000140905.10_3,Gene Expression,GRCh37_liftover_v28,False,chr16,81081945.0,81096395.0,True,False,0.23176191654395015,0.9644865986409056,-0.054376297
LMNB1,ENSG00000113368.11_2,Gene Expression,GRCh37_liftover_v28,False,chr5,126776623.0,126837020.0,True,True,0.23173530949741408,1.1904974681828002,0.53095996
NLRC5,ENSG00000140853.15_3,Gene Expression,GRCh37_liftover_v28,False,chr16,56989485.0,57083531.0,True,True,0.2316670094353211,1.2311378958646064,0.63621294
KLF9,ENSG00000119138.4_2,Gene Expression,GRCh37_liftover_v28,False,chr9,70384604.0,70414657.0,True,False,0.23161234741267084,1.1024852868301613,0.30302083
NFKBIB,ENSG00000104825.16_2,Gene Expression,GRCh37_liftover_v28,False,chr19,38899700.0,38908893.0,True,False,0.2315124722916448,1.0479874048463225,0.16187902
HSD17B8,ENSG00000204228.3_2,Gene Expression,GRCh37_liftover_v28,False,chr6,33204655.0,33206831.0,True,False,0.23149533401790584,1.0592362022753439,0.19101182
NAA60,ENSG00000122390.17_3,Gene Expression,GRCh37_liftover_v28,False,chr16,3443649.0,3486953.0,True,False,0.23134662669444012,1.0694976877553521,0.21758762
CREBBP,ENSG00000005339.14_4,Gene Expression,GRCh37_liftover_v28,False,chr16,3725054.0,3880713.0,True,False,0.2313200562436289,1.0447721001199948,0.15355183
FLYWCH2,ENSG00000162076.12_5,Gene Expression,GRCh37_liftover_v28,False,chr16,2883213.0,2899382.0,True,False,0.23131679558708887,1.0470114148031522,0.15935133
TSC2,ENSG00000103197.17_4,Gene Expression,GRCh37_liftover_v28,False,chr16,2047967.0,2089491.0,True,False,0.23129372814778473,1.1346568139602984,0.38634056
FBXO9,ENSG00000112146.16_3,Gene Expression,GRCh37_liftover_v28,False,chr6,53051991.0,53100873.0,True,False,0.23119381597914465,0.9870035056700476,0.003939318
DZIP3,ENSG00000198919.12_3,Gene Expression,GRCh37_liftover_v28,False,chr3,108589705.0,108694840.0,True,True,0.23115052411503423,1.3348241348634353,0.9047457
TMX3,ENSG00000166479.9_4,Gene Expression,GRCh37_liftover_v28,False,chr18,68673688.0,68715108.0,True,False,0.2310857678538524,0.9651596970785703,-0.052633066
QTRT1,ENSG00000213339.8_3,Gene Expression,GRCh37_liftover_v28,False,chr19,10701430.0,10713437.0,True,False,0.23104109497790573,1.0260113789875251,0.10496421
MT-TP,ENSG00000210196.2,Gene Expression,GRCh37_liftover_v28,True,chrM,15956.0,16023.0,False,True,0.23099135023411077,1.7712187913679303,2.0349462
NFIL3,ENSG00000165030.3_2,Gene Expression,GRCh37_liftover_v28,False,chr9,91409045.0,91423832.0,True,False,0.23091169585171553,1.1204649490628127,0.34958562
TSPAN13,ENSG00000106537.7_2,Gene Expression,GRCh37_liftover_v28,False,chr7,16753755.0,16784536.0,True,True,0.23066596715669455,1.2844247917479283,0.7742185
NUP107,ENSG00000111581.9_3,Gene Expression,GRCh37_liftover_v28,False,chr12,68686951.0,68745809.0,True,False,0.23063627378369073,1.0943015947135237,0.28182623
BACH1,ENSG00000156273.15_4,Gene Expression,GRCh37_liftover_v28,False,chr21,29194071.0,29630751.0,True,False,0.2306057516512779,0.9628520497865168,-0.058609545
EIF2AK4,ENSG00000128829.11_2,Gene Expression,GRCh37_liftover_v28,False,chr15,39934115.0,40035591.0,True,False,0.23052806466238973,0.9798521810760249,-0.014581604
MAPKAP1,ENSG00000119487.16_4,Gene Expression,GRCh37_liftover_v28,False,chr9,125437393.0,125707234.0,True,False,0.23051603553590597,0.9280063491347286,-0.148855
CUL1,ENSG00000055130.15_2,Gene Expression,GRCh37_liftover_v28,False,chr7,148697914.0,148801110.0,True,False,0.23048866455255904,1.0285934734586681,0.11165147
SFMBT2,ENSG00000198879.11_3,Gene Expression,GRCh37_liftover_v28,False,chr10,7158624.0,7411488.0,False,False,0.23033644065977946,1.030386212422774,0.116294414
ANKZF1,ENSG00000163516.13_2,Gene Expression,GRCh37_liftover_v28,False,chr2,219229783.0,219236679.0,True,False,0.2301904687440111,1.1622992645677515,0.45793062
ASPSCR1,ENSG00000169696.15_3,Gene Expression,GRCh37_liftover_v28,False,chr17,81976807.0,82017406.0,True,False,0.23015511145786682,1.0309190372482164,0.11767435
AGO3,ENSG00000126070.19_2,Gene Expression,GRCh37_liftover_v28,False,chr1,35930718.0,36072500.0,True,False,0.23014405660014967,1.0891516170963262,0.26848853
SMURF2,ENSG00000108854.15_3,Gene Expression,GRCh37_liftover_v28,False,chr17,64542282.0,64662307.0,True,False,0.23001970106721814,1.10924521069516,0.3205281
DDX23,ENSG00000174243.9_3,Gene Expression,GRCh37_liftover_v28,False,chr12,48829756.0,48852842.0,True,False,0.2300100536456487,1.088428264145299,0.26661515
THAP5,ENSG00000177683.13_3,Gene Expression,GRCh37_liftover_v28,False,chr7,108554543.0,108569750.0,True,False,0.23000199820016956,1.1053394936975507,0.31041282
ISOC1,ENSG00000066583.11_4,Gene Expression,GRCh37_liftover_v28,False,chr5,129094749.0,129114028.0,True,False,0.22996645182650782,1.0638298517145024,0.20290872
GIPC1,ENSG00000123159.15_3,Gene Expression,GRCh37_liftover_v28,False,chr19,14477760.0,14496149.0,True,False,0.22952322058318142,1.0818982743445829,0.24970339
THADA,ENSG00000115970.18_3,Gene Expression,GRCh37_liftover_v28,False,chr2,43230851.0,43596038.0,True,True,0.22952047143258203,1.5615105044168645,1.4918314
ZPR1,ENSG00000109917.10_3,Gene Expression,GRCh37_liftover_v28,False,chr11,116773799.0,116788039.0,True,False,0.2294463507635262,1.0484796551101436,0.16315387
POLD4,ENSG00000175482.8_3,Gene Expression,GRCh37_liftover_v28,False,chr11,67350772.0,67356972.0,True,False,0.22939322585347913,1.128881952396335,0.37138447
C15orf61,ENSG00000189227.5_2,Gene Expression,GRCh37_liftover_v28,False,chr15,67521131.0,67530146.0,True,False,0.229330846488434,1.0637538106722273,0.20271179
UPF3B,ENSG00000125351.11_4,Gene Expression,GRCh37_liftover_v28,False,chrX,119805311.0,119852998.0,False,False,0.2293030417406704,1.0904813979466554,0.27193245
CLK3,ENSG00000179335.18_3,Gene Expression,GRCh37_liftover_v28,False,chr15,74598500.0,74645414.0,True,False,0.2292941235141133,1.1072678681460266,0.31540707
MED15,ENSG00000099917.17_4,Gene Expression,GRCh37_liftover_v28,False,chr22,20495913.0,20587632.0,True,False,0.22921891992199206,1.153288138715522,0.43459308
DMXL2,ENSG00000104093.13_4,Gene Expression,GRCh37_liftover_v28,False,chr15,51447711.0,51622833.0,True,False,0.22920989479069517,1.1264881627450014,0.3651849
CDK11A,ENSG00000008128.22_4,Gene Expression,GRCh37_liftover_v28,False,chr1,1702379.0,1724357.0,True,False,0.22916289550705926,1.1102515437494314,0.32313436
USP11,ENSG00000102226.9_2,Gene Expression,GRCh37_liftover_v28,False,chrX,47232866.0,47248328.0,False,False,0.22903154193690778,1.072982990023933,0.22661406
SLC35E3,ENSG00000175782.9_2,Gene Expression,GRCh37_liftover_v28,False,chr12,68746125.0,68793964.0,True,False,0.2290180466867094,1.1494970410002232,0.42477465
MOGS,ENSG00000115275.11_3,Gene Expression,GRCh37_liftover_v28,False,chr2,74461057.0,74465410.0,True,False,0.22901672458170838,1.0391221170275153,0.13891917
FAM120AOS,ENSG00000188938.15_4,Gene Expression,GRCh37_liftover_v28,False,chr9,93431441.0,93453581.0,True,False,0.22885978037745733,1.0224598298425966,0.095766194
NCLN,ENSG00000125912.10_3,Gene Expression,GRCh37_liftover_v28,False,chr19,3185563.0,3209575.0,True,False,0.22877070331162827,0.9192548284492266,-0.1715202
RALGAPA1,ENSG00000174373.16_4,Gene Expression,GRCh37_liftover_v28,False,chr14,35538352.0,35809304.0,True,False,0.22875909890742058,1.1410401854584917,0.4028726
ZNFX1,ENSG00000124201.14_2,Gene Expression,GRCh37_liftover_v28,False,chr20,49237946.0,49278426.0,True,False,0.22854284628994578,1.0612836259148146,0.19631435
ZFX,ENSG00000005889.15_3,Gene Expression,GRCh37_liftover_v28,False,chrX,24149173.0,24216255.0,False,False,0.22840967401997014,1.0676651440979021,0.21284159
BNIP3,ENSG00000176171.11_2,Gene Expression,GRCh37_liftover_v28,False,chr10,131967684.0,131981967.0,True,True,0.22840204653085858,1.2134439882545711,0.59038824
EXOG,ENSG00000157036.12_3,Gene Expression,GRCh37_liftover_v28,False,chr3,38496127.0,38542161.0,True,False,0.228279458761422,1.1499705650758738,0.426001
